Column 1,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
52,52,2011,England,Hospital,281,51,0.181,0.98,0.82,0.02,0.784,0.196,0.059,0.294,0.412,0.216,0.02,0.59,0.31,0.08,0.06,0.063,0.0591,0.0379,0.529,0.265,0.143,0.143,0.143,0.043,0,0.106,0.14,0.059,0.176,0.929,0.864,0.864,0.368,0.905,0.714,0.867,0.138,0.31,0.69,0.862,0.724,0,1.7030673159,1.2271446228,-1.988398317,-0.616269997,-0.65104065,-0.697551461,-0.904572032,-1.010354524,-0.516314467,-0.79777004
53,53,2011,England,Hospital,286,49,0.171,1,0.898,0.082,0.531,0.388,0.102,0.551,0.143,0.204,0,0.71,0.27,0.15,0.07,0.0663,0.0623,0.0454,0.082,0.298,0.277,0.17,0.191,0.045,0,0.116,0.122,0.102,0.163,0.889,0.857,0.731,0.733,0.875,0.433,0.839,0.143,0.143,0.759,0.806,0.643,0,0.3102301425,0.2699362572,-1.751581677,-0.099536037,-1.52332191,1.0638614542,-1.032463329,-0.318455643,-0.783615287,0.3818916388
54,54,2011,England,Hospital,414,70,0.169,1,0.87,0.13,0.652,0.217,0.072,0.246,0.478,0.203,0,0.46,0.09,0.03,0.06,0.0681,0.0604,0.0518,0.544,0.188,0.13,0.087,0.043,0.119,0.857,0.083,0.138,0.114,0.157,0.886,0.929,0.881,0.5,0.882,0.622,0.909,0.178,0.178,0.78,0.844,0.767,0,3.5163011474,0.5871757434,-1.411361308,-0.690205657,-0.325278221,0.5958736377,-0.73709852,0.2295133599,1.3792666002,-0.570028609
55,55,2011,England,Hospital,823,123,0.149,0.573,0.798,0.231,0.639,0.13,0.092,0.394,0.321,0.147,0.046,0.0137,0.55,0.3,0.48,0.0683,0.0681,0.0445,0.66,0.33,0.138,0.202,0.234,0.214,1,0.302,0.356,0.109,0.182,0.774,0.75,0.625,0.583,0.826,0.333,0.719,0.281,0.438,0.552,0.939,0.452,0.056,0.4600315879,-2.271081647,1.310639281,0.0189637447,0.9636324216,0.3080687321,0.8997641682,0.4565205518,1.2365352983,-0.803875032
56,56,2011,England,Site,560,60,0.107,1,0.967,0.2,0.733,0.067,0.07,0.333,0.491,0.105,0,0.55,0.17,0.06,0.4,0.066,0.0652,0.0425,0.35,0.273,0.109,0.236,0.164,0.182,1,0.273,0.133,0.083,0.25,0.926,0.76,0.92,0.526,0.833,0.48,0.96,0.296,0.222,0.783,0.821,0.731,0.033,1.6502693444,0.3042222242,-0.99851242,-0.193963849,0.5513709752,0.379407609,-0.266059611,0.8136041833,1.5930312022,0.3531815101
57,57,2011,England,Hospital,783,113,0.144,0.982,0.872,0.054,0.598,0.348,0.074,0.231,0.519,0.157,0.019,0.58,0.28,0.04,0.04,0.069,0.0674,0.0498,0.225,0.245,0.206,0.098,0.157,0.109,0.818,0.33,0.254,0.053,0.195,0.944,0.882,0.8,0.571,0.926,0.481,0.836,0.302,0.208,0.75,0.87,0.685,0.064,2.0410827164,0.484066373,-0.809489805,-0.198334397,0.4566995658,2.2539441914,-0.555329451,1.4207935983,0.011698201,0.2334420494
58,58,2011,England,Hospital,904,128,0.142,0.81,0.833,0.056,0.651,0.294,0.039,0.492,0.328,0.125,0.016,0.13,0.05,0.05,0.02,0.0666,0.062,0.0388,0.16,0.364,0.256,0.19,0.198,0.149,0.1,0.08,0.266,0.102,0.227,0.848,0.762,0.714,0.519,0.75,0.227,0.87,0.174,0.109,0.757,0.804,0.667,0.024,-0.581356593,-0.322514179,-1.72697925,-1.063117159,-0.147204693,1.6774709259,-0.243606421,0.7656197981,-0.262889451,-0.837760493
59,59,2011,England,Hospital,134,16,0.119,0.75,0.933,0.2,0.667,0.133,0,0.375,0.5,0.125,0,0.25,0.5,0.94,0.4,0.07,0.0619,0.0443,0.5,0.125,0.063,0.063,0.063,0,0.8,0,0.286,0.063,0.313,0.75,1,0.75,0,0.5,0.25,1,0,0,1,0.75,1,0,3.9189300863,-2.176154155,-1.414463065,-0.240699519,-0.935595125,0.1458840657,0.1920536105,-0.76458326,3.4254777261,0.7107758621
60,60,2011,England,Hospital,736,54,0.073,0.769,0.796,0.132,0.604,0.264,0.075,0.415,0.302,0.208,0,0.022,0.56,0.28,0.09,0.0677,0.0641,0.041,0.717,0.449,0.408,0.245,0.408,0.059,0.667,0.216,0.365,0.074,0.222,0.692,0.833,0.75,0.667,0.818,0.769,0.846,0.231,0.077,0.615,1,0.769,0.019,-0.989038067,-0.112977142,-0.256477689,2.6298914564,1.3883029236,0.4972791946,0.6524429892,-0.963899592,0.5473780909,-1.016825733
61,61,2011,England,Hospital,712,116,0.163,0.973,0.892,0.096,0.711,0.193,0.044,0.36,0.386,0.211,0,0.69,0.24,0.03,0.14,0.0677,0.0658,0.034,0.113,0.409,0.309,0.209,0.236,0.058,0.5,0.076,0.164,0.069,0.155,0.88,0.824,0.636,0.667,0.86,0.347,0.776,0.382,0.25,0.629,0.91,0.688,0.035,-0.94224502,0.6935938177,-1.351550354,-0.165893844,-0.188232302,1.543057042,0.0752780626,0.2433929012,-0.438817049,0.4974074437
62,62,2011,England,Hospital,272,60,0.221,0.949,0.932,0.033,0.7,0.267,0.017,0.345,0.431,0.19,0.017,0.43,0.08,0.02,0.04,0.0684,0.0633,0.0441,0.339,0.273,0.2,0.109,0.164,0.098,0.6,0.059,0.293,0.083,0.217,0.885,0.816,0.766,0.607,0.974,0.635,0.925,0.302,0.321,0.673,0.904,0.755,0,1.7417745262,0.9560148021,-0.849690129,-0.11136983,-0.560643956,0.734397685,-0.771809731,-0.421170343,0.3307512794,-0.279285443
63,63,2011,England,Hospital,852,120,0.141,0.991,0.863,0.085,0.658,0.256,0.093,0.237,0.441,0.22,0.008,0.62,0.5,0.1,0.013,0.0681,0.065,0.0337,0.219,0.364,0.227,0.236,0.145,0.11,0.25,0.238,0.421,0.175,0.308,0.923,0.783,0.667,0.417,0.833,0.346,0.833,0.2,0.4,0.565,0.962,0.615,0.033,-0.163503076,0.2480354914,-0.761693837,-0.794318084,0.398418951,1.430074155,-0.246283819,0.1551793288,-1.705083282,0.3605076407
64,64,2011,England,Hospital,832,97,0.117,0.918,0.763,0.021,0.639,0.34,0.062,0.289,0.371,0.216,0.062,0.85,0.07,0,0.05,0.0678,0.0621,0.0443,0.229,0.402,0.354,0.183,0.244,0.087,0.5,0.105,0.168,0.072,0.165,0.859,0.859,0.739,0.711,0.848,0.543,0.886,0.3,0.243,0.721,0.861,0.803,0.011,-0.232353851,1.2452891517,-1.835391456,0.362260618,0.3514489007,1.9268298505,-0.40270439,0.3454518203,-0.262490316,0.0199041718
65,65,2011,England,Hospital,575,74,0.129,0.932,0.648,0.07,0.704,0.225,0.056,0.352,0.451,0.127,0.014,0.0126,0.03,0.64,0.32,0.0673,0.0622,0.0347,0.735,0.329,0.114,0.229,0.2,0.059,0.25,0.783,0.161,0.122,0.243,0.962,0.731,0.76,0.583,0.941,0.5,0.964,0.28,0.28,0.583,0.962,0.76,0.125,1.3912916234,-0.511838063,0.5470419666,1.2632361474,1.2746115932,-0.357930803,0.6204204673,-0.411449296,-0.009288885,-2.467944347
66,66,2011,England,Hospital,234,38,0.162,0.973,1,0.053,0.921,0.026,0.053,0.342,0.395,0.211,0,0.16,0.53,0.08,0.11,0.0572,0.053,0.0312,0.378,0.158,0.105,0.132,0.105,0.057,1,0.143,0.236,0.105,0.289,0.909,0.8,0.727,0.6,1,0.273,0.727,0.182,0.455,0.889,1,0.7,0,2.6482541002,-0.636357339,-2.765337182,-0.959806935,0.8121939903,-1.329309782,1.8463406969,-0.995374105,0.385016144,1.1550350919
67,67,2011,England,Hospital,401,64,0.16,1,0.887,0.081,0.726,0.194,0.017,0.31,0.31,0.362,0,0.42,0.14,0.28,0.08,0.07,0.0639,0.0508,0.143,0.233,0.15,0.133,0.167,0.098,0.75,0.059,0.5,0.109,0.219,0.853,0.656,0.594,0.478,0.857,0.441,0.824,0.212,0.273,0.767,0.879,0.706,0.016,1.4842777577,-0.561099454,-0.008924399,-0.950096549,-0.342380427,1.8036395931,-0.254394878,-0.021616649,0.5734774909,0.6531203256
68,68,2011,England,Hospital,287,41,0.143,0.975,0.892,0.1,0.725,0.175,0.073,0.171,0.512,0.244,0,0.66,0.29,0.1,0.72,0.0671,0.0667,0.0484,0.951,0.073,0.024,0.073,0.049,0.111,0.75,0.575,0.273,0.122,0.171,0.969,0.688,0.844,0.588,0.913,0.636,0.939,0.265,0.147,0.828,0.853,0.794,0,4.8611439786,0.0008178823,1.4313636149,0.140946895,1.02191074,-1.009611715,-0.250479201,-1.201608102,1.5025605507,-1.009849972
69,69,2011,England,Hospital,479,81,0.169,0.963,0.872,0.177,0.557,0.266,0.051,0.266,0.481,0.203,0,0.56,0.14,0.07,0.23,0.0694,0.067,0.0417,0.278,0.296,0.113,0.225,0.141,0.209,0.692,0.156,0.397,0.136,0.136,0.813,0.837,0.809,0.462,0.794,0.354,0.84,0.3,0.16,0.745,0.885,0.615,0,1.2718789489,-0.217363721,-0.628311323,-0.822057895,0.1456907756,1.3248683138,-0.950353302,-0.19252213,1.1192534173,0.3297013733
70,70,2011,England,Hospital,362,41,0.113,0.95,0.85,0.049,0.683,0.268,0,0.195,0.415,0.39,0,0.9,0.15,0.15,0.06,0.0598,0.054,0.0364,0.282,0.237,0.105,0.158,0.184,0.053,0.5,0.053,0.238,0.024,0.122,1,0.882,0.944,0.636,0.941,0.273,0.955,0.25,0.2,0.833,1,0.833,0,2.3270087451,1.1740043331,-3.670423267,-0.300618769,0.4973965667,-0.118975972,0.5104295402,-1.059363166,-0.343150005,0.4698757712
71,71,2011,England,Hospital,361,57,0.158,0.942,0.926,0.07,0.702,0.228,0.036,0.309,0.545,0.109,0,0.35,0.14,0.14,0.05,0.0682,0.0614,0.036,0.182,0.532,0.404,0.234,0.298,0.041,0,0.148,0.31,0.123,0.298,0.88,0.818,0.652,0.438,0.941,0.583,0.833,0.385,0.192,0.421,0.917,0.654,0,-1.960632325,0.3415104275,-1.382896892,0.5985946798,-0.56401621,0.5199708316,-1.634582127,-0.574359929,-1.391176923,-0.953198984
72,72,2011,England,Hospital,663,77,0.116,0.934,0.905,0.158,0.658,0.184,0.053,0.355,0.382,0.197,0.013,0.0123,0.21,0.09,0.06,0.065,0.0616,0.0524,0.506,0.234,0.203,0.078,0.156,0.161,0.889,0.262,0.241,0.078,0.13,0.814,0.655,0.519,0.486,0.906,0.424,0.864,0.186,0.271,0.647,0.717,0.627,0.053,1.1348038281,-1.795246849,0.2388863177,-1.688126505,0.5238256539,0.5277951955,-0.028923745,1.1753058106,0.6601026452,-0.786869554
73,73,2011,England,Hospital,210,51,0.243,0.412,0.843,0.078,0.804,0.118,0,0.529,0.333,0.137,0,0.0131,0.2,0.18,0.34,0.0674,0.062,0.0346,0.878,0.24,0.16,0.1,0.14,0.064,1,0.375,0.803,0.098,0.196,0.8,0.762,0.8,0.75,0.769,0.316,0.895,0.526,0.316,0.737,1,0.8,0.02,2.9665489957,-0.756719826,0.9363396877,0.8439428363,2.4140374836,-1.07671407,0.5151232075,-1.96204231,1.6320853765,-1.150089203
74,74,2011,England,Site,640,119,0.186,0.424,0.733,0.118,0.639,0.244,0.017,0.432,0.398,0.127,0.025,0.41,0.35,0,0.03,0.0668,0.0626,0.0314,0.298,0.509,0.343,0.398,0.361,0.121,0.923,0.144,0.03,0.067,0.252,0.71,0.567,0.483,0.37,0.905,0.433,1,0.419,0.226,0.733,0.903,0.742,0.14,-3.158354607,-0.368573498,-1.147536351,-0.344513347,1.3036672358,1.7572808256,1.3773511158,-0.624497449,1.056327415,0.6646692386
75,75,2011,England,Hospital,450,54,0.12,0.94,0.868,0.057,0.66,0.283,0.058,0.481,0.385,0.077,0,0.3,0.15,0.06,0.07,0.0642,0.0624,0.04,0.213,0.381,0.262,0.214,0.238,0.071,0.5,0.225,0.185,0.13,0.259,0.973,0.811,0.861,0.529,0.833,0.605,0.825,0.25,0.275,0.6,0.829,0.541,0.022,-0.215146044,0.7062813588,-1.57784908,-0.213429743,-0.122032162,-0.065302806,-1.374002517,0.936516456,-0.101188774,-0.367131027
76,76,2011,England,Hospital,507,95,0.187,0.894,0.937,0.074,0.653,0.274,0.064,0.309,0.351,0.266,0.011,0.75,0.07,0.05,0.17,0.0673,0.0634,0.0475,0.341,0.27,0.225,0.079,0.191,0.085,0.286,0.068,0.187,0.084,0.284,0.853,0.765,0.735,0.391,0.864,0.368,0.757,0.333,0.361,0.743,0.865,0.649,0.043,1.0230927981,-0.055615654,-1.409221702,-1.369664492,-0.312767223,1.6529237091,-0.71456377,-0.582320428,0.2639910417,-0.901925296
77,77,2011,England,Hospital,333,50,0.15,0.957,0.84,0.08,0.5,0.42,0.061,0.265,0.306,0.367,0,0.74,0.12,0.04,0.08,0.0675,0.0663,0.0519,0.92,0.163,0.143,0.041,0.102,0.149,1,0.833,0.383,0.02,0.14,0.967,0.786,0.786,0.778,0.905,0.419,0.903,0.214,0.143,0.621,0.903,0.7,0,4.108290043,-0.137514934,1.3561514981,-0.043599116,2.2745397567,-0.005902014,-1.376562851,-0.954524464,0.2779775804,-1.00488221
78,78,2011,England,Hospital,426,53,0.124,0.962,0.923,0.137,0.51,0.353,0.041,0.367,0.306,0.286,0,0.47,0.26,0.15,0,0.0612,0.0455,0.0215,0.269,0.435,0.435,0.261,0.239,0.078,0.333,0.08,0.139,0.208,0.377,0.893,0.84,0.615,0.462,0.857,0.286,0.69,0.185,0.407,0.545,0.69,0.607,0.06,-2.533183062,-0.569452797,-3.492471468,-1.186324376,0.6204977216,-1.577692389,-0.461684279,0.4315954784,-0.720637146,0.0694062259
79,79,2011,England,Hospital,466,69,0.148,0.942,0.922,0.104,0.672,0.224,0.104,0.254,0.418,0.224,0,0.0107,0.06,0.01,0.1,0.07,0.0691,0.0455,0.206,0.284,0.194,0.134,0.134,0.143,0.571,0.397,0.352,0.116,0.232,0.667,0.724,0.586,0.313,0.739,0.387,0.742,0.233,0.333,0.571,0.9,0.484,0,0.601773153,-1.808008047,0.4945899421,-1.982273311,-0.053896751,1.7850583108,-1.243456343,-0.282540667,0.4242541483,-0.675896629
80,80,2011,England,Hospital,466,39,0.084,0.974,0.846,0.051,0.692,0.256,0.026,0.368,0.342,0.263,0,0.0149,0.56,0.82,0.05,0.0676,0.0666,0.0436,0.538,0.167,0.167,0,0.139,0.059,0,0.059,0.175,0.077,0.231,0.846,0.769,0.643,0.556,0.75,0.214,0.786,0.385,0.308,0.833,0.923,0.5,0.026,1.9059019547,-1.820927311,-0.111188531,-0.601204624,-1.772152177,0.93891469,0.9395603502,-1.059886692,0.4035392445,-0.895774451
81,81,2011,England,Hospital,266,35,0.132,0.667,0.765,0.2,0.543,0.257,0.029,0.294,0.559,0.118,0,0.0137,0.51,0.25,0.06,0.0668,0.0669,0.0467,0.371,0.394,0.273,0.273,0.121,0.152,0.25,0.088,0.37,0.171,0.371,0.75,0.875,0.7,0.625,0.545,0.308,0.769,0.417,0.25,0.75,0.769,0.538,0,-0.234742782,-1.443954863,-0.251923227,-0.032800525,-1.002022113,0.237354826,-1.02121334,-0.336954273,0.6910933902,-0.117692592
82,82,2011,England,Hospital,299,56,0.187,0.509,0.818,0.071,0.804,0.125,0.018,0.382,0.4,0.2,0,0.0182,0.43,0.14,0.07,0.0674,0.0645,0.0347,0.13,0.5,0.28,0.36,0.24,0.103,0.667,0.091,0.116,0.179,0.339,0.8,0.541,0.692,0.5,0.68,0.333,0.821,0.263,0.368,0.5,0.854,0.525,0,-2.491928622,-1.166199721,-0.508365903,-0.635898778,-0.952547388,0.0454898042,-0.444351541,-0.074000163,0.4111355002,0.7307972442
83,83,2011,England,Hospital,842,150,0.178,0.769,0.853,0.034,0.767,0.199,0.04,0.367,0.513,0.027,0.053,0.74,0.07,0.02,0.01,0.0697,0.0688,0.0445,0.28,0.533,0.311,0.434,0.27,0.096,0.455,0.684,0.452,0.16,0.347,0.871,0.686,0.614,0.525,0.894,0.517,0.865,0.301,0.355,0.548,0.821,0.667,0.041,-1.903806211,0.0838214494,0.6139859255,0.4548940952,2.0272383894,2.1450308421,-1.935354927,0.4947083143,-1.057497631,0.019814366
84,84,2011,England,Hospital,499,77,0.154,0.925,0.855,0.133,0.64,0.227,0.105,0.276,0.487,0.132,0,0.011,0.12,0.13,0.05,0.0685,0.0657,0.0486,0.386,0.194,0.113,0.097,0.113,0.074,1,0.855,0.366,0.091,0.286,0.952,0.854,0.718,0.55,0.75,0.595,0.833,0.233,0.419,0.55,0.841,0.571,0,2.9140767053,-0.603976643,0.9731120771,-0.556906838,1.2382288681,0.1609422057,-1.678158277,1.4131576816,0.0974562687,-0.366299279
85,85,2011,England,Hospital,357,54,0.151,1,1,0.075,0.736,0.189,0.038,0.302,0.434,0.208,0.019,0.28,0.11,0.08,0.07,0.0659,0.0633,0.042,0.132,0.353,0.235,0.196,0.216,0.176,0,0.255,0.246,0.093,0.296,0.826,0.739,0.826,0.615,0.923,0.261,0.875,0.125,0.125,0.792,0.875,0.609,0,0.0869053088,-0.659514944,-1.69017841,-0.253001465,-0.559899086,1.3984447796,-0.956743187,-0.792740884,-0.391052617,-0.47494834
86,86,2011,England,Site,1427,197,0.138,0.811,0.804,0.104,0.646,0.25,0.083,0.365,0.396,0.141,0.016,0.19,0.1,0.08,0.07,0.0663,0.0641,0.0384,0.189,0.278,0.107,0.207,0.142,0.063,0.667,0.288,0.358,0.051,0.147,0.92,0.733,0.727,0.636,0.865,0.453,0.792,0.235,0.235,0.75,0.868,0.673,0.011,0.9405011742,0.4008058698,-0.686765846,-0.952823654,1.15638135,1.8926475029,0.7827546807,2.2998666979,-0.456509934,0.1200592089
87,87,2011,England,Site,462,58,0.126,1,0.825,0.069,0.5,0.431,0.034,0.241,0.431,0.293,0,0.47,0.29,0.08,0.17,0.0643,0.0603,0.0462,0.161,0.148,0.111,0.056,0.037,0.105,1,0.214,0.246,0.017,0.207,0.889,0.6,0.533,0.636,0.5,0.471,0.941,0.111,0.167,0.615,0.944,0.706,0,2.3613047923,-0.109776495,0.0551246725,-2.298968354,-0.179757788,-0.095029741,1.0963585238,0.1367010334,-0.291356217,0.9681982289
88,88,2011,England,Hospital,997,137,0.137,0.741,0.77,0.07,0.648,0.281,0.076,0.424,0.311,0.159,0.03,0.64,0.25,0,0.05,0.0664,0.062,0.0351,0.277,0.309,0.195,0.171,0.22,0.055,0.714,0.07,0.115,0.109,0.161,0.824,0.733,0.625,0.543,0.844,0.412,0.902,0.32,0.28,0.667,0.849,0.519,0.162,-0.657975678,0.2840732259,-1.048083869,-1.982485238,0.7072708698,1.7129929087,1.1112166109,1.2749606338,0.1696903294,-0.058911965
89,89,2011,England,Site,1440,169,0.117,0.958,0.576,0.078,0.506,0.416,0.068,0.36,0.248,0.267,0.056,0.31,0.13,0.04,0.17,0.0674,0.0611,0.0402,0.333,0.25,0.191,0.099,0.211,0.07,0.7,0.345,0.205,0.107,0.189,0.846,0.833,0.736,0.8,0.925,0.632,0.947,0.299,0.218,0.814,0.925,0.802,0.084,1.461212844,0.945412892,-1.006537303,0.2501800186,1.6093361685,2.2013741104,1.8446787267,1.7903224486,-0.216840959,-0.616758093
90,90,2011,England,Site,824,112,0.136,0.943,0.844,0.117,0.718,0.165,0.066,0.368,0.387,0.17,0.009,0.22,0.22,0.19,0.05,0.0622,0.0566,0.0296,0.171,0.433,0.311,0.289,0.278,0.08,0.6,0.056,0,0.08,0.143,0.923,0.786,0.714,0.429,0.833,0.5,0.929,0.308,0.308,0.583,0.857,0.692,0,-1.66698398,0.3746806106,-2.869958253,-0.355858679,0.0990795817,-0.165313396,0.3112602876,1.0793168198,-0.197700401,0.1827480878
91,91,2011,England,Site,698,96,0.138,1,0.853,0.011,0.726,0.263,0.084,0.242,0.379,0.284,0.011,0.52,0.09,0.09,0.11,0.0667,0.0648,0.0516,0.133,0.181,0.096,0.096,0.145,0.028,0,0.349,0.028,0.031,0.156,0.87,0.791,0.707,0.722,0.906,0.63,0.909,0.182,0.159,0.821,0.891,0.696,0,2.1896735393,0.5849386564,-0.868576201,-0.638633718,-1.136137967,2.021856702,-0.043756315,0.1278653462,-0.954481449,-0.358024519
92,92,2011,England,Hospital,782,131,0.168,0.921,0.892,0.099,0.664,0.237,0.053,0.321,0.42,0.183,0.023,0.29,0.13,0.03,0.08,0.0644,0.0601,0.0411,0.178,0.304,0.232,0.152,0.152,0.157,0.375,0.127,0.133,0.115,0.198,0.863,0.842,0.842,0.575,0.857,0.436,0.848,0.207,0.293,0.74,0.866,0.684,0.047,0.7594681084,0.2519449224,-2.304092292,-0.677465384,-0.133816042,1.1469994423,0.1249159945,0.9025717521,-0.253118708,-0.597740991
93,93,2011,England,Hospital,210,29,0.138,0.857,0.655,0.172,0.448,0.379,0.241,0.31,0.345,0.103,0,0.93,0.14,0.0138,0.41,0.0643,0.0615,0.0297,0.321,0.393,0.25,0.214,0.286,0.077,1,0.292,0.269,0.276,0.483,0.833,0.722,0.6,0.9,0.8,0.556,0.889,0.412,0.412,0.765,0.944,0.833,0.172,-0.263314227,1.4066986669,-0.449407499,0.6499199208,1.7613190862,-0.038433671,1.5667043096,-1.098983232,0.8980255406,0.668587406
94,94,2011,England,Hospital,170,19,0.112,0.947,0.895,0,0.789,0.211,0.053,0.684,0.158,0.105,0,0.97,0.12,0.97,0.42,0.07,0.066,0.0264,0.056,0.211,0.158,0.105,0.158,0.083,1,0.583,0.455,0.053,0.105,0.909,0.417,0.455,0,1,0.182,0.909,0.1,0,0.714,0.833,0.727,0,1.0975733753,-2.227230394,0.5264359455,-1.791713433,0.8995272626,1.091108412,-0.580134848,-1.034314881,0.8611609364,2.5027648628
95,95,2011,England,Hospital,558,65,0.116,0.958,0.79,0.078,0.75,0.172,0.062,0.246,0.615,0.062,0.015,0.0125,0.25,0,0.34,0.0689,0.0656,0.0332,0.2,0.413,0.317,0.254,0.254,0.102,0.8,0.228,0.233,0.154,0.308,0.857,0.769,0.636,0.75,0.8,0.433,0.833,0.357,0.393,0.625,0.793,0.5,0,-1.386023968,-0.507725957,-0.074252198,0.1936097585,-0.024107853,0.1216734128,-0.546613443,1.0211935919,0.9372785117,0.3095371484
96,96,2011,England,Hospital,360,49,0.136,0.977,0.936,0.143,0.633,0.224,0.022,0.304,0.5,0.152,0.022,0.0302,0.49,0.08,0.04,0.0686,0.0603,0.0374,0.5,0.378,0.27,0.135,0.216,0.226,0.5,0.269,0.28,0.061,0.143,0.529,0.667,0.667,0.286,0.846,0.286,0.952,0.474,0.316,0.588,0.9,0.55,0,-0.476103888,-2.889851095,-0.662444346,-1.272770764,0.4147748387,0.8190474219,-0.323533973,-1.819776025,0.5154598708,-0.526835053
97,97,2011,England,Hospital,120,19,0.158,0.947,0.632,0,0.579,0.421,0.056,0.389,0.5,0.056,0,0.16,0.03,0.21,0.27,0.07,0.0625,0.0367,0.286,0.2,0,0.2,0.2,0,0.75,0,0.563,0,0.316,0.7,1,0.778,0.75,0.9,0.5,0.9,0.3,0.3,0.714,0.8,0.4,0,1.4966019836,-0.764339943,-0.099085148,-0.685917102,-0.6143794,-0.119470404,-1.105585136,0.0747883184,2.2064777632,0.3523870945
98,98,2011,England,Hospital,473,68,0.144,0.896,0.882,0.09,0.672,0.239,0.104,0.239,0.328,0.313,0.015,0.44,0.15,0.07,0.15,0.0654,0.0603,0.0384,0.224,0.317,0.127,0.238,0.222,0.2,0.2,0.357,0.149,0.118,0.162,0.848,0.765,0.706,0.5,0.783,0.485,0.727,0.412,0.206,0.563,0.912,0.706,0,0.27152485,0.0286922377,-1.18219011,-0.698685514,-0.149748135,0.237637478,-0.447375019,-0.501025987,-0.805388073,-0.336810483
99,99,2011,England,Hospital,122,17,0.139,1,0.647,0.067,0.333,0.6,0,0.529,0.235,0.235,0,0.0112,0.0188,0.12,0.4,0.07,0.065,0.0435,0.625,0.267,0,0.267,0.267,0.2,1,0.692,0.278,0,0.118,1,1,1,0.75,1,0.615,0.846,0.25,0.167,0.909,0.923,0.769,0.059,3.2770369601,0.7065960114,-0.12476694,2.5393814717,1.4474739725,-0.170610974,-0.822685907,-0.128271346,2.6024881995,-0.840604569
100,100,2011,England,Hospital,750,106,0.141,0.953,0.788,0.076,0.638,0.286,0.107,0.33,0.398,0.165,0,0.59,0.28,0.03,0.07,0.0665,0.0652,0.04,0.302,0.316,0.194,0.184,0.255,0.121,0.5,0.144,0.232,0.085,0.208,0.913,0.942,0.853,0.791,0.922,0.648,0.944,0.338,0.225,0.676,0.944,0.746,0.077,0.8917370602,1.8084630831,-1.274836098,0.8976100455,0.2236861721,1.1903714012,0.2810788023,0.6630170512,-0.395667715,-0.216127008
101,101,2011,England,Hospital,396,66,0.167,0.985,0.938,0.063,0.641,0.297,0.136,0.303,0.273,0.273,0.015,0.94,0.2,0.42,0.05,0.0687,0.0673,0.0434,0.286,0.273,0.2,0.145,0.2,0.039,1,0.04,0.245,0.03,0.167,0.929,0.852,0.786,0.786,1,0.567,0.833,0.167,0.067,0.538,1,0.767,0,1.7171407495,1.1890553533,-0.577376239,0.7325540209,-0.542033388,1.0799870018,-0.090639961,-0.13176594,0.157800529,0.9588170073
102,102,2011,England,Hospital,0,34,0.165,1,0.97,0.147,0.647,0.206,0.061,0.394,0.394,0.152,0,0.59,0.12,0.03,0.31,0.0696,0.0653,0.0311,0.355,0.393,0.25,0.25,0.286,0.094,0.667,0.067,0.237,0.088,0.118,1,0.786,0.813,0.778,0.889,0.625,0.938,0.125,0.125,0.8,0.938,0.688,0,0.0635658185,2.0692293693,-0.735933687,1.362051709,-0.318247187,-0.189461938,-0.732464422,-1.337256628,1.4709879149,0.4525874503
103,103,2011,England,Hospital,475,75,0.158,0.371,0.932,0.068,0.757,0.176,0.014,0.31,0.507,0.155,0.014,0.47,0.02,0.05,0.06,0.0688,0.0671,0.0344,0.227,0.429,0.2,0.386,0.243,0.044,0.667,0.118,0.515,0.147,0.373,0.81,0.676,0.6,0.632,0.913,0.462,0.975,0.279,0.302,0.806,0.886,0.814,0,-0.836636633,0.7128469959,-0.14811766,0.3107623503,0.7928940164,1.5154281302,-0.258494574,-0.818329899,0.7941842943,0.9885038845
